Gene ,Gene Name,miRNA ,Target Score,Human
Camta1,calmodulin binding transcription activator 1,miR-30e-5p,82,✓
Wipf3,"WAS/WASL interacting protein family, member 3",miR-30e-5p,82,✓
Zfp36l2,"zinc finger protein 36, C3H type-like 2",miR-30e-5p,82,✓
Spen,spen family transcription repressor,miR-30e-5p,82,✓
Omg,oligodendrocyte myelin glycoprotein,miR-30e-5p,82,✓
Slc35a3,"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3",miR-30e-5p,82,✓
Adra1d,"adrenergic receptor, alpha 1d",miR-30e-5p,82,✓
Mafg,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)",miR-30e-5p,82,✓
Elovl5,"ELOVL family member 5, elongation of long chain fatty acids (yeast)",miR-30e-5p,82,✓
Relch,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing",miR-124-3p,82,✓
Pskh1,protein serine kinase H1,miR-124-3p,82,✓
Galnt10,polypeptide N-acetylgalactosaminyltransferase 10,miR-124-3p,82,✓
Epn2,epsin 2,miR-124-3p,82,✓
Ets1,"E26 avian leukemia oncogene 1, 5' domain",miR-124-3p,82,✓
Ppp2r1b,"protein phosphatase 2, regulatory subunit A, beta",miR-124-3p,82,✓
Papss2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,miR-124-3p,82,✓
Emc3,ER membrane protein complex subunit 3,miR-124-3p,82,✓
Elk4,"ELK4, member of ETS oncogene family",miR-124-3p,82,✓
Gcdh,glutaryl-Coenzyme A dehydrogenase,miR-124-3p,82,✓
Ifit1bl2,interferon induced protein with tetratricopeptide repeats 1B like 2,miR-124-3p,82,
Med26,mediator complex subunit 26,miR-124-3p,82,✓
Miga1,mitoguardin 1,miR-124-3p,82,✓
Eya2,EYA transcriptional coactivator and phosphatase 2,miR-124-3p,82,✓
Osbpl11,oxysterol binding protein-like 11,miR-124-3p,82,✓
Plekhh2,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 2",miR-124-3p,82,✓
Flrt3,fibronectin leucine rich transmembrane protein 3,miR-124-3p,82,✓
Slc9a2,"solute carrier family 9 (sodium/hydrogen exchanger), member 2",miR-124-3p,82,✓
Dmrt1,doublesex and mab-3 related transcription factor 1,miR-124-3p,82,✓
Hivep2,human immunodeficiency virus type I enhancer binding protein 2,miR-124-3p,82,✓
Ppl,periplakin,miR-124-3p,82,✓
Ptprz1,"protein tyrosine phosphatase, receptor type Z, polypeptide 1",miR-124-3p,82,✓
Pecr,peroxisomal trans-2-enoyl-CoA reductase,miR-124-3p,82,✓
Yipf6,"Yip1 domain family, member 6",miR-124-3p,82,✓
Tsku,"tsukushi, small leucine rich proteoglycan",miR-124-3p,82,✓
Plod3,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3",miR-124-3p,82,✓
Lrrtm2,leucine rich repeat transmembrane neuronal 2,miR-146a-5p,81,✓
Ccdc117,coiled-coil domain containing 117,miR-146a-5p,81,✓
Kdm2b,lysine (K)-specific demethylase 2B,miR-146a-5p,81,✓
Vcan,versican,miR-146a-5p,81,✓
Slc20a1,"solute carrier family 20, member 1",miR-146a-5p,81,✓
Wdfy4,WD repeat and FYVE domain containing 4,miR-146a-5p,81,✓
Erbb4,erb-b2 receptor tyrosine kinase 4,miR-146a-5p,81,✓
C530008M17Rik,RIKEN cDNA C530008M17 gene,miR-146a-5p,81,
Rora,RAR-related orphan receptor alpha,miR-183-5p,81,✓
Rab21,"RAB21, member RAS oncogene family",miR-183-5p,81,✓
Pla2r1,phospholipase A2 receptor 1,miR-183-5p,81,✓
Arhgap18,Rho GTPase activating protein 18,miR-183-5p,81,✓
Nfe2l1,"nuclear factor, erythroid derived 2,-like 1",miR-183-5p,81,✓
Erp44,endoplasmic reticulum protein 44,miR-183-5p,81,✓
Sema3e,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",miR-183-5p,81,✓
Hsf3,heat shock transcription factor 3,miR-376b-5p,81,
Zfp114,zinc finger protein 114,miR-376b-5p,81,
Neu2,neuraminidase 2,miR-376b-5p,81,✓
Tut4,terminal uridylyl transferase 4,miR-182-5p,81,✓
Sowahb,sosondowah ankyrin repeat domain family member B,miR-182-5p,81,✓
Taf4,TATA-box binding protein associated factor 4,miR-182-5p,81,✓
Slc16a9,"solute carrier family 16 (monocarboxylic acid transporters), member 9",miR-182-5p,81,✓
Arel1,apoptosis resistant E3 ubiquitin protein ligase 1,miR-182-5p,81,✓
Rad23b,"RAD23 homolog B, nucleotide excision repair protein",miR-182-5p,81,✓
Ikzf1,IKAROS family zinc finger 1,miR-182-5p,81,✓
Hlf,hepatic leukemia factor,miR-182-5p,81,✓
Rprd1b,regulation of nuclear pre-mRNA domain containing 1B,miR-182-5p,81,✓
Grhpr,glyoxylate reductase/hydroxypyruvate reductase,miR-182-5p,81,✓
Ttyh3,tweety family member 3,miR-182-5p,81,✓
Pcdh8,protocadherin 8,miR-182-5p,81,✓
Ahr,aryl-hydrocarbon receptor,miR-182-5p,81,✓
Fign,fidgetin,miR-182-5p,81,✓
Psmb6,"proteasome (prosome, macropain) subunit, beta type 6",miR-182-5p,81,✓
Vps26b,VPS26 retromer complex component B,miR-182-5p,81,✓
Nudt10,nudix (nucleoside diphosphate linked moiety X)-type motif 10,miR-182-5p,81,✓
Calcr,calcitonin receptor,miR-340-5p,81,✓
Cyp26b1,"cytochrome P450, family 26, subfamily b, polypeptide 1",miR-340-5p,81,✓
Ghr,growth hormone receptor,miR-340-5p,81,✓
Abhd3,abhydrolase domain containing 3,miR-340-5p,81,✓
Rhoa,ras homolog family member A,miR-340-5p,81,✓
Fsbp,fibrinogen silencer binding protein,miR-340-5p,81,✓
Manea,"mannosidase, endo-alpha",miR-340-5p,81,✓
Ctsl,cathepsin L,miR-340-5p,81,✓
Zfp513,zinc finger protein 513,miR-340-5p,81,
Slc25a13,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13",miR-340-5p,81,✓
Ivns1abp,influenza virus NS1A binding protein,miR-340-5p,81,✓
Srsf6,serine/arginine-rich splicing factor 6,miR-340-5p,81,✓
Palld,"palladin, cytoskeletal associated protein",miR-340-5p,81,✓
Atp2a1,"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1",miR-340-5p,81,✓
Triqk,triple QxxK/R motif containing,miR-340-5p,81,✓
Spopl,speckle-type POZ protein-like,miR-340-5p,81,✓
Jade1,jade family PHD finger 1,miR-340-5p,81,✓
Herc3,hect domain and RLD 3,miR-340-5p,81,✓
Ppp1r1c,"protein phosphatase 1, regulatory inhibitor subunit 1C",miR-340-5p,81,✓
Pm20d2,peptidase M20 domain containing 2,miR-340-5p,81,✓
Dixdc1,DIX domain containing 1,miR-340-5p,81,✓
Lims1,LIM and senescent cell antigen-like domains 1,miR-340-5p,81,✓
Slc30a9,"solute carrier family 30 (zinc transporter), member 9",miR-340-5p,81,✓
Cobll1,Cobl-like 1,miR-340-5p,81,✓
Dyrk2,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2,miR-340-5p,81,✓
Dll1,delta like canonical Notch ligand 1,miR-340-5p,81,✓
Cav1,"caveolin 1, caveolae protein",miR-340-5p,81,✓
Spire1,spire type actin nucleation factor 1,miR-340-5p,81,✓
Mybl1,myeloblastosis oncogene-like 1,miR-340-5p,81,✓
Sh3kbp1,SH3-domain kinase binding protein 1,miR-340-5p,81,✓
Zfp770,zinc finger protein 770,miR-340-5p,81,
Dph5,diphthamide biosynthesis 5,miR-340-5p,81,✓
Itgb1,integrin beta 1 (fibronectin receptor beta),miR-340-5p,81,✓
Tbx5,T-box 5,miR-340-5p,81,✓
Fbp1,fructose bisphosphatase 1,miR-340-5p,81,✓
Yipf6,"Yip1 domain family, member 6",miR-340-5p,81,✓
Bcor,BCL6 interacting corepressor,miR-340-5p,81,✓
Ddhd1,DDHD domain containing 1,miR-340-5p,81,✓
Ppp6r3,"protein phosphatase 6, regulatory subunit 3",miR-340-5p,81,✓
Etaa1,Ewing tumor-associated antigen 1,miR-30e-5p,81,✓
Baz2b,"bromodomain adjacent to zinc finger domain, 2B",miR-30e-5p,81,✓
Sos1,SOS Ras/Rac guanine nucleotide exchange factor 1,miR-30e-5p,81,✓
Rps6ka2,"ribosomal protein S6 kinase, polypeptide 2",miR-30e-5p,81,✓
B3gnt5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",miR-30e-5p,81,✓
Sel1l3,sel-1 suppressor of lin-12-like 3 (C. elegans),miR-30e-5p,81,✓
Rbm44,RNA binding motif protein 44,miR-30e-5p,81,✓
Lamp3,lysosomal-associated membrane protein 3,miR-30e-5p,81,✓
Rassf10,Ras association (RalGDS/AF-6) domain family (N-terminal) member 10,miR-30e-5p,81,✓
Cop1,"COP1, E3 ubiquitin ligase",miR-30e-5p,81,✓
Tcaf3,TRPM8 channel-associated factor 3,miR-30e-5p,81,
2010300C02Rik,RIKEN cDNA 2010300C02 gene,miR-30e-5p,81,
Mybl2,myeloblastosis oncogene-like 2,miR-30e-5p,81,✓
Rimklb,ribosomal modification protein rimK-like family member B,miR-30e-5p,81,✓
Ccdc6,coiled-coil domain containing 6,miR-30e-5p,81,✓
Chst1,carbohydrate sulfotransferase 1,miR-30e-5p,81,✓
Ssx2ip,"synovial sarcoma, X 2 interacting protein",miR-30e-5p,81,✓
Atg12,autophagy related 12,miR-30e-5p,81,✓
Usp47,ubiquitin specific peptidase 47,miR-30e-5p,81,✓
Ric3,RIC3 acetylcholine receptor chaperone,miR-30e-5p,81,✓
Celf4,"CUGBP, Elav-like family member 4",miR-30e-5p,81,✓
Cand1,cullin associated and neddylation disassociated 1,miR-30e-5p,81,✓
Ubn1,ubinuclein 1,miR-30e-5p,81,✓
Sec24d,"Sec24 related gene family, member D (S. cerevisiae)",miR-30e-5p,81,✓
Fkbp1b,FK506 binding protein 1b,miR-124-3p,81,✓
Efna5,ephrin A5,miR-124-3p,81,✓
Scd1,stearoyl-Coenzyme A desaturase 1,miR-124-3p,81,✓
Pim1,proviral integration site 1,miR-124-3p,81,✓
Marveld1,MARVEL (membrane-associating) domain containing 1,miR-124-3p,81,✓
Calu,calumenin,miR-124-3p,81,✓
Plekha5,"pleckstrin homology domain containing, family A member 5",miR-124-3p,81,✓
Lrrfip2,leucine rich repeat (in FLII) interacting protein 2,miR-124-3p,81,✓
Yeats2,YEATS domain containing 2,miR-124-3p,81,✓
Axin1,axin 1,miR-124-3p,81,✓
Dusp15,dual specificity phosphatase-like 15,miR-124-3p,81,✓
Vps4b,vacuolar protein sorting 4B,miR-124-3p,81,✓
Tcl1b4,"T cell leukemia/lymphoma 1B, 4",miR-124-3p,81,
Rpusd1,RNA pseudouridylate synthase domain containing 1,miR-124-3p,81,✓
2310079G19Rik,RIKEN cDNA 2310079G19 gene,miR-124-3p,81,
Ece1,endothelin converting enzyme 1,miR-124-3p,81,✓
Gpr37,G protein-coupled receptor 37,miR-124-3p,81,✓
Gltp,glycolipid transfer protein,miR-124-3p,81,✓
Stat3,signal transducer and activator of transcription 3,miR-124-3p,81,✓
Sptlc2,"serine palmitoyltransferase, long chain base subunit 2",miR-124-3p,81,✓
Tpd52l2,tumor protein D52-like 2,miR-124-3p,81,✓
Cav1,"caveolin 1, caveolae protein",miR-124-3p,81,✓
Yme1l1,YME1-like 1 (S. cerevisiae),miR-124-3p,81,✓
Sep 09,septin 9,miR-124-3p,81,✓
Ccsap,"centriole, cilia and spindle associated protein",miR-124-3p,81,✓
Adcy1,adenylate cyclase 1,miR-124-3p,81,✓
Rbms3,"RNA binding motif, single stranded interacting protein",miR-124-3p,81,✓
E2f5,E2F transcription factor 5,miR-124-3p,81,✓
Sertad4,SERTA domain containing 4,miR-124-3p,81,✓
Hdac4,histone deacetylase 4,miR-124-3p,81,✓
Mdk,midkine,miR-124-3p,81,✓
Zfp36l1,"zinc finger protein 36, C3H type-like 1",miR-124-3p,81,✓
Litaf,LPS-induced TN factor,miR-124-3p,81,✓
Uba6,ubiquitin-like modifier activating enzyme 6,miR-124-3p,81,✓
Abhd10,abhydrolase domain containing 10,miR-124-3p,81,✓
Aldh9a1,"aldehyde dehydrogenase 9, subfamily A1",miR-124-3p,81,✓
Mgat4a,"mannoside acetylglucosaminyltransferase 4, isoenzyme A",miR-124-3p,81,✓
Stx2,syntaxin 2,miR-146a-5p,80,✓
Olfm5,olfactomedin 5,miR-146a-5p,80,
Cnot6l,"CCR4-NOT transcription complex, subunit 6-like",miR-146a-5p,80,✓
1190002N15Rik,RIKEN cDNA 1190002N15 gene,miR-146a-5p,80,
Lrrc15,leucine rich repeat containing 15,miR-146a-5p,80,✓
Mtpap,mitochondrial poly(A) polymerase,miR-146a-5p,80,✓
Samd8,sterile alpha motif domain containing 8,miR-146a-5p,80,✓
Fgl2,fibrinogen-like protein 2,miR-146a-5p,80,✓
Olfr212,olfactory receptor 212,miR-146a-5p,80,
Susd6,sushi domain containing 6,miR-146a-5p,80,✓
Zfp512b,zinc finger protein 512B,miR-146a-5p,80,
Nkiras1,NFKB inhibitor interacting Ras-like protein 1,miR-146a-5p,80,✓
Fign,fidgetin,miR-146a-5p,80,✓
Ezr,ezrin,miR-183-5p,80,✓
Trim2,tripartite motif-containing 2,miR-183-5p,80,✓
Flrt3,fibronectin leucine rich transmembrane protein 3,miR-183-5p,80,✓
Slc25a20,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20",miR-183-5p,80,✓
Tnk1,"tyrosine kinase, non-receptor, 1",miR-183-5p,80,✓
Il17rd,interleukin 17 receptor D,miR-183-5p,80,✓
Amd2,S-adenosylmethionine decarboxylase 2,miR-183-5p,80,
Baz1b,"bromodomain adjacent to zinc finger domain, 1B",miR-183-5p,80,✓
Adgrg2,adhesion G protein-coupled receptor G2,miR-376b-5p,80,✓
Bach2,"BTB and CNC homology, basic leucine zipper transcription factor 2",miR-376b-5p,80,✓
Ube2h,ubiquitin-conjugating enzyme E2H,miR-182-5p,80,✓
Cited2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",miR-182-5p,80,✓
Zkscan17,zinc finger with KRAB and SCAN domains 17,miR-182-5p,80,✓
Kcng4,"potassium voltage-gated channel, subfamily G, member 4",miR-182-5p,80,✓
Fastkd2,FAST kinase domains 2,miR-182-5p,80,✓
Bmt2,base methyltransferase of 25S rRNA 2,miR-182-5p,80,✓
Cadps2,Ca2+-dependent activator protein for secretion 2,miR-182-5p,80,✓
Pcdh18,protocadherin 18,miR-182-5p,80,✓
Plekhs1,"pleckstrin homology domain containing, family S member 1",miR-182-5p,80,✓
Dmrt3,doublesex and mab-3 related transcription factor 3,miR-182-5p,80,✓
Atxn1,ataxin 1,miR-182-5p,80,✓
Sla,src-like adaptor,miR-182-5p,80,✓
Rfxap,regulatory factor X-associated protein,miR-182-5p,80,✓
Myadm,myeloid-associated differentiation marker,miR-182-5p,80,✓
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",miR-182-5p,80,✓
Igf1,insulin-like growth factor 1,miR-182-5p,80,✓
D230025D16Rik,RIKEN cDNA D230025D16 gene,miR-182-5p,80,
Fgf9,fibroblast growth factor 9,miR-182-5p,80,✓
Champ1,chromosome alignment maintaining phosphoprotein 1,miR-182-5p,80,✓
Ankib1,ankyrin repeat and IBR domain containing 1,miR-182-5p,80,✓
Zcchc3,"zinc finger, CCHC domain containing 3",miR-182-5p,80,✓
Pou2f1,"POU domain, class 2, transcription factor 1",miR-182-5p,80,✓
Lpp,LIM domain containing preferred translocation partner in lipoma,miR-182-5p,80,✓
Eif3a,"eukaryotic translation initiation factor 3, subunit A",miR-182-5p,80,✓
Acer3,alkaline ceramidase 3,miR-182-5p,80,✓
Cers2,ceramide synthase 2,miR-182-5p,80,✓
Phf13,PHD finger protein 13,miR-182-5p,80,✓
Bcat1,"branched chain aminotransferase 1, cytosolic",miR-182-5p,80,✓
Slc33a1,"solute carrier family 33 (acetyl-CoA transporter), member 1",miR-182-5p,80,✓
Arl4c,ADP-ribosylation factor-like 4C,miR-340-5p,80,✓
Scmh1,sex comb on midleg homolog 1,miR-340-5p,80,✓
Med17,mediator complex subunit 17,miR-340-5p,80,✓
Zfp26,zinc finger protein 26,miR-340-5p,80,
Esp34,exocrine gland secreted peptide 34,miR-340-5p,80,
Naaladl2,N-acetylated alpha-linked acidic dipeptidase-like 2,miR-340-5p,80,✓
Unc80,"unc-80, NALCN activator",miR-340-5p,80,✓
Arfrp1,ADP-ribosylation factor related protein 1,miR-340-5p,80,✓
Trappc8,trafficking protein particle complex 8,miR-340-5p,80,✓
Fzd3,frizzled class receptor 3,miR-340-5p,80,✓
Vasn,vasorin,miR-340-5p,80,✓
Gspt1,G1 to S phase transition 1,miR-340-5p,80,✓
Twsg1,twisted gastrulation BMP signaling modulator 1,miR-340-5p,80,✓
Ash1l,ASH1 like histone lysine methyltransferase,miR-340-5p,80,✓
Creld2,cysteine-rich with EGF-like domains 2,miR-340-5p,80,✓
Selenok,selenoprotein K,miR-340-5p,80,✓
Pla2g16,"phospholipase A2, group XVI",miR-340-5p,80,✓
Cep152,centrosomal protein 152,miR-340-5p,80,✓
E2f8,E2F transcription factor 8,miR-340-5p,80,✓
Tgif2,TGFB-induced factor homeobox 2,miR-340-5p,80,✓
Enah,ENAH actin regulator,miR-340-5p,80,✓
Mfsd14b,major facilitator superfamily domain containing 14B,miR-340-5p,80,✓
Cntn4,contactin 4,miR-340-5p,80,✓
Otud7b,OTU domain containing 7B,miR-340-5p,80,✓
Itfg1,integrin alpha FG-GAP repeat containing 1,miR-340-5p,80,✓
Lclat1,lysocardiolipin acyltransferase 1,miR-340-5p,80,✓
Vcl,vinculin,miR-340-5p,80,✓
Tnfrsf26,"tumor necrosis factor receptor superfamily, member 26",miR-340-5p,80,
Dstyk,dual serine/threonine and tyrosine protein kinase,miR-30e-5p,80,✓
Tasp1,"taspase, threonine aspartase 1",miR-30e-5p,80,✓
Pdcd5,programmed cell death 5,miR-30e-5p,80,✓
Mical1,"microtubule associated monooxygenase, calponin and LIM domain containing 1",miR-30e-5p,80,✓
Nova1,neuro-oncological ventral antigen 1,miR-30e-5p,80,✓
Rubcnl,RUN and cysteine rich domain containing beclin 1 interacting protein like,miR-30e-5p,80,✓
Kbtbd8,kelch repeat and BTB (POZ) domain containing 8,miR-30e-5p,80,✓
Arhgef3,Rho guanine nucleotide exchange factor (GEF) 3,miR-30e-5p,80,✓
Slc41a2,"solute carrier family 41, member 2",miR-30e-5p,80,✓
Col4a3bp,"collagen, type IV, alpha 3 (Goodpasture antigen) binding protein",miR-30e-5p,80,✓
Ap2a1,"adaptor-related protein complex 2, alpha 1 subunit",miR-30e-5p,80,✓
Kras,Kirsten rat sarcoma viral oncogene homolog,miR-30e-5p,80,✓
Snurf,SNRPN upstream reading frame,miR-30e-5p,80,✓
Nr3c1,"nuclear receptor subfamily 3, group C, member 1",miR-30e-5p,80,✓
Prrt2,proline-rich transmembrane protein 2,miR-30e-5p,80,✓
Tbc1d30,"TBC1 domain family, member 30",miR-30e-5p,80,✓
Rbm25,RNA binding motif protein 25,miR-30e-5p,80,✓
Ppfia2,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2",miR-30e-5p,80,✓
Gramd2,GRAM domain containing 2,miR-30e-5p,80,✓
Has2,hyaluronan synthase 2,miR-30e-5p,80,✓
Epc2,enhancer of polycomb homolog 2,miR-30e-5p,80,✓
Ywhaz,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",miR-30e-5p,80,✓
Tenm3,teneurin transmembrane protein 3,miR-30e-5p,80,✓
Car10,carbonic anhydrase 10,miR-30e-5p,80,
Fam117b,"family with sequence similarity 117, member B",miR-30e-5p,80,✓
Rab2b,"RAB2B, member RAS oncogene family",miR-30e-5p,80,✓
Mid1ip1,Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)),miR-124-3p,80,✓
Glis2,GLIS family zinc finger 2,miR-124-3p,80,✓
Dnm2,dynamin 2,miR-124-3p,80,✓
Pcdh19,protocadherin 19,miR-124-3p,80,✓
Zkscan4,zinc finger with KRAB and SCAN domains 4,miR-124-3p,80,✓
Egr1,early growth response 1,miR-124-3p,80,✓
Mical2,"microtubule associated monooxygenase, calponin and LIM domain containing 2",miR-124-3p,80,✓
Smurf2,SMAD specific E3 ubiquitin protein ligase 2,miR-124-3p,80,✓
Ipo8,importin 8,miR-124-3p,80,✓
Nxt2,nuclear transport factor 2-like export factor 2,miR-124-3p,80,✓
Slc7a1,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1",miR-124-3p,80,✓
Cln8,"ceroid-lipofuscinosis, neuronal 8",miR-124-3p,80,✓
Rnf135,ring finger protein 135,miR-124-3p,80,✓
Cmpk1,cytidine monophosphate (UMP-CMP) kinase 1,miR-124-3p,80,✓
Slit1,slit guidance ligand 1,miR-124-3p,80,✓
Mvp,major vault protein,miR-124-3p,80,✓
Rps6ka4,"ribosomal protein S6 kinase, polypeptide 4",miR-124-3p,80,✓
Furin,furin (paired basic amino acid cleaving enzyme),miR-124-3p,80,✓
Rasd2,"RASD family, member 2",miR-124-3p,80,✓
Tubg1,"tubulin, gamma 1",miR-124-3p,80,✓
Glt8d1,glycosyltransferase 8 domain containing 1,miR-124-3p,80,✓
Hs1bp3,HCLS1 binding protein 3,miR-124-3p,80,✓
Lmna,lamin A,miR-124-3p,80,✓
Nr3c1,"nuclear receptor subfamily 3, group C, member 1",miR-124-3p,80,✓
Slc39a9,"solute carrier family 39 (zinc transporter), member 9",miR-124-3p,80,✓
Phf6,PHD finger protein 6,miR-124-3p,80,✓
Wdr81,WD repeat domain 81,miR-124-3p,80,✓
Rere,arginine glutamic acid dipeptide (RE) repeats,miR-124-3p,80,✓
Enah,ENAH actin regulator,miR-124-3p,80,✓
Gpd2,"glycerol phosphate dehydrogenase 2, mitochondrial",miR-124-3p,80,✓
She,src homology 2 domain-containing transforming protein E,miR-124-3p,80,✓
Slc12a9,"solute carrier family 12 (potassium/chloride transporters), member 9",miR-124-3p,80,✓
Sdc4,syndecan 4,miR-124-3p,80,✓
C1ra,"complement component 1, r subcomponent A",miR-124-3p,80,
C1galt1,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1",miR-124-3p,80,✓
Plp2,proteolipid protein 2,miR-124-3p,80,✓
Zfp131,zinc finger protein 131,miR-124-3p,80,
Gdnf,glial cell line derived neurotrophic factor,miR-146a-5p,79,✓
Ipcef1,interaction protein for cytohesin exchange factors 1,miR-146a-5p,79,✓
Mb21d2,Mab-21 domain containing 2,miR-146a-5p,79,✓
1700021F05Rik,RIKEN cDNA 1700021F05 gene,miR-146a-5p,79,
Elavl1,"ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)",miR-146a-5p,79,✓
Rer1,retention in endoplasmic reticulum sorting receptor 1,miR-146a-5p,79,✓
Rufy2,RUN and FYVE domain-containing 2,miR-146a-5p,79,✓
Siah2,siah E3 ubiquitin protein ligase 2,miR-146a-5p,79,✓
Map1b,microtubule-associated protein 1B,miR-146a-5p,79,✓
Sh3rf3,SH3 domain containing ring finger 3,miR-146a-5p,79,✓
Tmx4,thioredoxin-related transmembrane protein 4,miR-146a-5p,79,✓
Cdh9,cadherin 9,miR-183-5p,79,✓
Styx,serine/threonine/tyrosine interaction protein,miR-183-5p,79,✓
Brms1l,breast cancer metastasis-suppressor 1-like,miR-183-5p,79,✓
Rps6ka3,ribosomal protein S6 kinase polypeptide 3,miR-183-5p,79,✓
Fkbp1a,FK506 binding protein 1a,miR-183-5p,79,✓
Taok1,TAO kinase 1,miR-183-5p,79,✓
Plekha3,"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3",miR-183-5p,79,✓
